datetime,date,vt_symbol,product_vt_symbol,position_direction,direction,offset,reason,volume,price,old_stop,new_stop,old_stop_distance,new_stop_distance,old_stop_distance_pct,new_stop_distance_pct,signal_low,signal_close,stop_loss_pct,old_case,contract_vt_symbol,signal,entry_context,selected_volume_before,selected_volume_after,reduced_volume,estimated_equity,reserved_margin_before,margin_per_contract,broker_margin_multiplier,cap_ratio,max_affordable_volume,projected_broker10_margin_to_equity_before,projected_broker10_margin_to_equity_after,profile,start_month,variant,account_capital,c3_capital
2018-03-05 00:00:00+08:00,2018-03-05,hc1805.SHFE,hc.SHFE,long,Short,Close,long_prev2day_stop,8,4047.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-03-05 00:00:00+08:00,2018-03-05,rb1805.SHFE,rb.SHFE,long,Short,Close,long_prev2day_stop,3,3957.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-03-28,2018-03-28,AP805.CZCE,AP.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,7332.0,7185.36,7253.0,146.64000000000033,79.0,0.020000000000000046,0.0107746863066012,7253.0,7332.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-03-29 00:00:00+08:00,2018-03-29,AP805.CZCE,AP.CZCE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,4,7294.5,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-04-18,2018-04-18,au1806.SHFE,au.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,274.5,269.01,273.05,5.490000000000009,1.4499999999999886,0.02000000000000003,0.005282331511839667,273.05,274.5,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-04-19 00:00:00+08:00,2018-04-19,au1806.SHFE,au.SHFE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,1,274.32500000000005,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-06-08,2018-06-08,jm1809.DCE,jm.DCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,1255.5,1230.3899999999999,1240.5,25.110000000000127,15.0,0.0200000000000001,0.011947431302270013,1240.5,1255.5,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-06-11 00:00:00+08:00,2018-06-11,jm1809.DCE,jm.DCE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,2,1247.75,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-06-13,2018-06-13,MA809.CZCE,MA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2820.0,2763.6,2815.0,56.40000000000009,5.0,0.02000000000000003,0.0017730496453900709,2815.0,2820.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-06-14 00:00:00+08:00,2018-06-14,MA809.CZCE,MA.CZCE,long,Short,Close,stage847_intraday_retry_failed_05r_stop,10,2821.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-06-15,2018-06-15,FG809.CZCE,FG.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,1477.0,1439.0,1447.46,38.0,29.539999999999964,0.025727826675693975,0.019999999999999976,1439.0,1477.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-06-19,2018-06-19,AP810.CZCE,AP.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,10012.0,9788.0,9811.76,224.0,200.23999999999978,0.022373152217339192,0.01999999999999998,9788.0,10012.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-06-22 00:00:00+08:00,2018-06-22,FG809.CZCE,FG.CZCE,long,Short,Close,long_prev2day_stop,7,1453.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-07-06,2018-07-06,MA809.CZCE,MA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2906.0,2847.88,2869.0,58.11999999999989,37.0,0.019999999999999962,0.012732278045423262,2869.0,2906.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-07-09 00:00:00+08:00,2018-07-09,MA809.CZCE,MA.CZCE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,9,2886.5,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-07-11,2018-07-11,hc1810.SHFE,hc.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,3952.0,3872.96,3900.0,79.03999999999996,52.0,0.01999999999999999,0.013157894736842105,3900.0,3952.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-07-26,2018-07-26,SM809.CZCE,SM.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,8120.0,7957.599999999999,8064.0,162.40000000000055,56.0,0.020000000000000066,0.006896551724137931,8064.0,8120.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-07-27 00:00:00+08:00,2018-07-27,SM809.CZCE,SM.CZCE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,7,8107.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-07-30,2018-07-30,FG809.CZCE,FG.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,1491.0,1461.18,1481.0,29.819999999999936,10.0,0.01999999999999996,0.00670690811535882,1481.0,1491.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-07-31 00:00:00+08:00,2018-07-31,FG809.CZCE,FG.CZCE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,9,1486.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-08-02,2018-08-02,SM809.CZCE,SM.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,8250.0,8085.0,8122.0,165.0,128.0,0.02,0.015515151515151515,8122.0,8250.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-08-02 00:00:00+08:00,2018-08-02,hc1810.SHFE,hc.SHFE,long,Short,Close,long_prev2day_stop,4,4169.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-08-13,2018-08-13,hc1810.SHFE,hc.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,4273.0,4160.0,4187.54,113.0,85.46000000000004,0.02644512052422186,0.020000000000000007,4160.0,4273.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-08-14 00:00:00+08:00,2018-08-14,hc1810.SHFE,hc.SHFE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,2,4232.27,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-08-16 00:00:00+08:00,2018-08-16,SM809.CZCE,SM.CZCE,long,Short,Close,rollover_close,7,8620.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-08-16,2018-08-16,SM901.CZCE,SM.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,8728.0,8450.0,8553.44,278.0,174.5599999999995,0.031851512373968834,0.01999999999999994,8450.0,8728.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-09-20,2018-09-20,AP901.CZCE,AP.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,12252.0,12006.96,12155.0,245.04000000000087,97.0,0.02000000000000007,0.007917074763303951,12155.0,12252.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-09-21 00:00:00+08:00,2018-09-21,AP901.CZCE,AP.CZCE,long,Short,Close,stage847_intraday_retry_failed_05r_stop,2,12221.5,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-10-12,2018-10-12,au1812.SHFE,au.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,272.85,267.39300000000003,270.5,5.456999999999994,2.3500000000000227,0.019999999999999976,0.00861279091075691,270.5,272.85,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-10-15,2018-10-15,OI901.CZCE,OI.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,6775.0,6639.5,6758.0,135.5,17.0,0.02,0.0025092250922509225,6758.0,6775.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-10-16 00:00:00+08:00,2018-10-16,OI901.CZCE,OI.CZCE,long,Short,Close,long_base_stop,4,6744.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-10-31 00:00:00+08:00,2018-10-31,au1812.SHFE,au.SHFE,long,Short,Close,long_prev2day_stop,1,274.9,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-11-01 00:00:00+08:00,2018-11-01,SM901.CZCE,SM.CZCE,long,Short,Close,long_prev2day_stop,4,8672.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-11-05 00:00:00+08:00,2018-11-05,hc1901.SHFE,hc.SHFE,short,Long,Close,short_base_stop,7,3773.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-12-12,2018-12-12,jm1901.DCE,jm.DCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,1433.5,1404.83,1418.0,28.670000000000073,15.5,0.020000000000000052,0.010812696198116497,1418.0,1433.5,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-12-13 00:00:00+08:00,2018-12-13,jm1901.DCE,jm.DCE,long,Short,Close,rollover_close,2,1433.5,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2018-12-13,2018-12-13,jm1905.DCE,jm.DCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,1245.0,1202.5,1220.1,42.5,24.90000000000009,0.03413654618473896,0.020000000000000073,1202.5,1245.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-01-30,2019-01-30,CF905.CZCE,CF.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,15315.0,15008.699999999999,15250.0,306.3000000000011,65.0,0.02000000000000007,0.004244205027750571,15250.0,15315.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-01-31 00:00:00+08:00,2019-01-31,CF905.CZCE,CF.CZCE,long,Short,Close,stage847_intraday_retry_failed_05r_stop,4,15290.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-11,2019-02-11,au1906.SHFE,au.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,288.75,282.975,288.15,5.774999999999977,0.6000000000000227,0.01999999999999992,0.002077922077922157,288.15,288.75,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-11,2019-02-11,fu1905.SHFE,fu.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2820.0,2684.0,2763.6,136.0,56.40000000000009,0.04822695035460993,0.02000000000000003,2684.0,2820.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-12,2019-02-12,sp1906.SHFE,sp.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,5506.0,5395.88,5418.0,110.11999999999989,88.0,0.01999999999999998,0.015982564475118054,5418.0,5506.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-13 00:00:00+08:00,2019-02-13,sp1906.SHFE,sp.SHFE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,2,5470.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-14 00:00:00+08:00,2019-02-14,au1906.SHFE,au.SHFE,long,Short,Close,long_prev2day_stop,1,287.6,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-19,2019-02-19,OI905.CZCE,OI.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,6779.0,6643.42,6686.0,135.57999999999993,93.0,0.01999999999999999,0.0137188375866647,6686.0,6779.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-19,2019-02-19,ru1905.SHFE,ru.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,12375.0,11830.0,12127.5,545.0,247.5,0.04404040404040404,0.02,11830.0,12375.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-20 00:00:00+08:00,2019-02-20,OI905.CZCE,OI.CZCE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,3,6724.5,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-21,2019-02-21,sp1906.SHFE,sp.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,5614.0,5480.0,5501.72,134.0,112.27999999999975,0.02386889918061988,0.019999999999999955,5480.0,5614.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-21 00:00:00+08:00,2019-02-21,sp1906.SHFE,sp.SHFE,long,long,RiskSizing,broker10_margin_cap_reduce,2,5614.0,,,,,,,,,,,sp1906.SHFE,long_case1a,flat_entry,7.0,5.0,2.0,171552.90000000005,72162.0,5614.0,1.65,1.0,5.0,1.0720250138586986,0.9640338344615564,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-21 00:00:00+08:00,2019-02-21,jm1905.DCE,jm.DCE,long,Short,Close,forced_margin_deleverage,2,1285.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-22,2019-02-22,hc1905.SHFE,hc.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,3706.0,3631.88,3658.0,74.11999999999989,48.0,0.01999999999999997,0.012951969778737183,3658.0,3706.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-25 00:00:00+08:00,2019-02-25,fu1905.SHFE,fu.SHFE,long,Short,Close,long_prev2day_stop,6,2866.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-26,2019-02-26,MA905.CZCE,MA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2553.0,2468.0,2501.94,85.0,51.059999999999945,0.033294163728946335,0.01999999999999998,2468.0,2553.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-26 00:00:00+08:00,2019-02-26,sp1906.SHFE,sp.SHFE,long,Short,Close,long_prev2day_stop,5,5584.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-02-27 00:00:00+08:00,2019-02-27,MA905.CZCE,MA.CZCE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,3,2531.9700000000003,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-03-01,2019-03-01,MA905.CZCE,MA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2643.0,2530.0,2590.14,113.0,52.86000000000013,0.04275444570563754,0.02000000000000005,2530.0,2643.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-03-04,2019-03-04,rb1905.SHFE,rb.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,3811.0,3734.7799999999997,3787.0,76.22000000000025,24.0,0.020000000000000066,0.006297559695617948,3787.0,3811.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-03-04 00:00:00+08:00,2019-03-04,ru1905.SHFE,ru.SHFE,long,Short,Close,long_base_stop,1,12495.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-03-05 00:00:00+08:00,2019-03-05,rb1905.SHFE,rb.SHFE,long,Short,Close,stage847_intraday_05r_stop_no_reentry,2,3804.5,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-03-05,2019-03-05,OI905.CZCE,OI.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,6906.0,6767.88,6832.0,138.1199999999999,74.0,0.019999999999999983,0.01071532001158413,6832.0,6906.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2019-03-06 00:00:00+08:00,2019-03-06,hc1905.SHFE,hc.SHFE,long,Short,Close,long_prev2day_stop,4,3708.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
