date,variant,label,window_name,window_label,window_group,account_capital,account_equity,nav,drawdown_pct,broker10_margin_to_equity_pct,net_pnl,trade_count,total_slippage,source_name,rebased_equity,rebased_nav,broker10_margin_to_rebased_equity_pct,profile,oi_mode,am_label,declared_am_size,requested_start_month,start_month,arm,experiment_arm
2018-01-02,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-03,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-04,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-05,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-08,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-09,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-10,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-11,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-12,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-15,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150330.00000000003,1.0022000000000002,0.0,20.638262489190446,330.00000000002274,1,20.0,stage772_am40_80_120_oi_monthly,150330.00000000003,1.0022000000000002,20.638262489190446,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-16,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,148850.0,0.9923333333333333,-0.9845007649837201,20.813906617400068,-1480.000000000034,4,360.0,stage772_am40_80_120_oi_monthly,148850.0,0.9923333333333333,20.813906617400068,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-17,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,148000.00000000003,0.9866666666666669,-1.5499235016297463,20.870270270270268,-849.9999999999659,0,0.0,stage772_am40_80_120_oi_monthly,148000.00000000003,0.9866666666666669,20.870270270270268,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-18,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,146450.0,0.9763333333333334,-2.580988491984315,20.974735404574943,-1550.0000000000114,0,0.0,stage772_am40_80_120_oi_monthly,146450.0,0.9763333333333334,20.974735404574943,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-19,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,-469.99999999998863,1,20.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-22,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-23,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-24,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-25,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-26,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-29,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-30,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,144270.00000000003,0.9618000000000002,-4.031131510676511,0.0,-1710.0,4,360.0,stage772_am40_80_120_oi_monthly,144270.00000000003,0.9618000000000002,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-01-31,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,144270.00000000003,0.9618000000000002,-4.031131510676511,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,144270.00000000003,0.9618000000000002,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-01,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,147060.00000000003,0.9804000000000002,-2.175214528038316,26.73929008567931,2790.0,1,90.0,stage772_am40_80_120_oi_monthly,147060.00000000003,0.9804000000000002,26.73929008567931,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-02,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,152550.00000000003,1.0170000000000001,0.0,26.172861356932152,5490.0,0,0.0,stage772_am40_80_120_oi_monthly,152550.00000000003,1.0170000000000001,26.172861356932152,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-05,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,151500.00000000003,1.0100000000000002,-0.6882989183874089,48.46621782178217,-1050.0,1,40.0,stage772_am40_80_120_oi_monthly,151500.00000000003,1.0100000000000002,48.46621782178217,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-06,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150840.00000000003,1.0056000000000003,-1.1209439528023557,48.47613365155131,-660.0,0,0.0,stage772_am40_80_120_oi_monthly,150840.00000000003,1.0056000000000003,48.47613365155131,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-07,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,151020.00000000003,1.0068000000000001,-1.0029498525073732,48.43146603098927,180.0,0,0.0,stage772_am40_80_120_oi_monthly,151020.00000000003,1.0068000000000001,48.43146603098927,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-08,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,152290.00000000003,1.0152666666666668,-0.17043592264831542,48.13202442707991,1270.0,0,0.0,stage772_am40_80_120_oi_monthly,152290.00000000003,1.0152666666666668,48.13202442707991,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-09,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,147440.00000000003,0.9829333333333335,-3.3497214028187505,49.13024959305479,-4850.0,0,0.0,stage772_am40_80_120_oi_monthly,147440.00000000003,0.9829333333333335,49.13024959305479,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-12,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,147180.00000000003,0.9812000000000002,-3.520157325467055,22.60089686098654,-260.0,1,90.0,stage772_am40_80_120_oi_monthly,147180.00000000003,0.9812000000000002,22.60089686098654,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-13,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,147260.00000000003,0.9817333333333336,-3.467715503113733,22.581447779437728,80.0,0,0.0,stage772_am40_80_120_oi_monthly,147260.00000000003,0.9817333333333336,22.581447779437728,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-14,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,149580.00000000003,0.9972000000000002,-1.9469026548672552,22.026474127557158,2320.0,0,0.0,stage772_am40_80_120_oi_monthly,149580.00000000003,0.9972000000000002,22.026474127557158,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-22,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,149660.00000000003,0.9977333333333335,-1.8944608325139334,22.00764399305091,80.0,0,0.0,stage772_am40_80_120_oi_monthly,149660.00000000003,0.9977333333333335,22.00764399305091,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-23,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145180.00000000003,0.9678666666666669,-4.8312028843002235,23.09409009505441,-4480.0,0,0.0,stage772_am40_80_120_oi_monthly,145180.00000000003,0.9678666666666669,23.09409009505441,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-26,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145220.00000000003,0.9681333333333335,-4.804981973123567,0.0,40.0,1,40.0,stage772_am40_80_120_oi_monthly,145220.00000000003,0.9681333333333335,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-27,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145220.00000000003,0.9681333333333335,-4.804981973123567,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145220.00000000003,0.9681333333333335,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-02-28,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,144980.00000000003,0.9665333333333336,-4.962307440183544,24.80728376327769,-240.0,1,80.0,stage772_am40_80_120_oi_monthly,144980.00000000003,0.9665333333333336,24.80728376327769,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-01,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145960.00000000003,0.9730666666666669,-4.319895116355288,33.79884899972595,980.0,1,30.0,stage772_am40_80_120_oi_monthly,145960.00000000003,0.9730666666666669,33.79884899972595,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-02,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145919.99999999994,0.9727999999999997,-4.34611602753201,33.94682017543861,-40.00000000006821,4,80.0,stage772_am40_80_120_oi_monthly,145919.99999999994,0.9727999999999997,33.94682017543861,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-05,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,138069.99999999994,0.9204666666666663,-9.491969845952198,35.25146664735281,-7850.0,0,0.0,stage772_am40_80_120_oi_monthly,138069.99999999994,0.9204666666666663,35.25146664735281,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-06,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,-460.0,2,110.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-07,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-08,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-09,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-12,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-13,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-14,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-15,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-16,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-19,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-20,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-21,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
2018-03-22,stage010_A_official_live_c9_15w,A: Official C9/150k,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,137609.99999999994,0.9173999999999997,-9.793510324483833,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,137609.99999999994,0.9173999999999997,0.0,stage010_A_official_live_c9_15w,,,,2018-01,2018-01,stage010_A_official_live_c9_15w,A
